date,series,nav
2021-06-15,2330 TR,27369985.587975666
2021-06-16,2330 TR,27190215.5676934
2021-06-17,2330 TR,27348167.027422737
2021-06-18,2330 TR,27212780.061940443
2021-06-21,2330 TR,26310200.29205851
2021-06-22,2330 TR,26084555.34958802
2021-06-23,2330 TR,26851748.153987672
2021-06-24,2330 TR,26626103.211517185
2021-06-25,2330 TR,26671232.20001128
2021-06-28,2330 TR,26626103.211517185
2021-06-29,2330 TR,26851748.153987672
2021-06-30,2330 TR,26851748.153987672
2021-07-01,2330 TR,26761490.176999476
2021-07-02,2330 TR,26535845.234528992
2021-07-05,2330 TR,26671232.20001128
2021-07-06,2330 TR,26716361.188505378
2021-07-07,2330 TR,26806619.165493574
2021-07-08,2330 TR,26535845.234528992
2021-07-09,2330 TR,26355329.280552607
2021-07-12,2330 TR,26761490.176999476
2021-07-13,2330 TR,27393296.015916836
2021-07-14,2330 TR,27664069.946881413
2021-07-15,2330 TR,27709198.935375508
2021-07-16,2330 TR,26580974.223023087
2021-07-19,2330 TR,26265071.303564407
2021-07-20,2330 TR,26219942.315070312
2021-07-21,2330 TR,26400458.269046698
2021-07-22,2330 TR,26671232.20001128
2021-07-23,2330 TR,26400458.269046698
2021-07-26,2330 TR,26174813.326576214
2021-07-27,2330 TR,26174813.326576214
2021-07-28,2330 TR,26129684.33808212
2021-07-29,2330 TR,26310200.29205851
2021-07-30,2330 TR,26174813.326576214
2021-08-02,2330 TR,26626103.211517185
2021-08-03,2330 TR,26806619.165493574
2021-08-04,2330 TR,26896877.142481763
2021-08-05,2330 TR,26896877.142481763
2021-08-06,2330 TR,26671232.20001128
2021-08-09,2330 TR,26851748.153987672
2021-08-10,2330 TR,26671232.20001128
2021-08-11,2330 TR,26626103.211517185
2021-08-12,2330 TR,26445587.257540792
2021-08-13,2330 TR,26219942.315070312
2021-08-16,2330 TR,26355329.280552607
2021-08-17,2330 TR,26174813.326576214
2021-08-19,2330 TR,25227104.56820018
2021-08-20,2330 TR,24911201.648741502
2021-08-23,2330 TR,25543007.48765886
2021-08-24,2330 TR,25813781.418623444
2021-08-25,2330 TR,26400458.269046698
2021-08-26,2330 TR,26806619.165493574
2021-08-27,2330 TR,27032264.107964057
2021-08-30,2330 TR,27303038.03892864
2021-08-31,2330 TR,27709198.935375508
2021-09-01,2330 TR,27664069.946881413
2021-09-02,2330 TR,27393296.015916836
2021-09-03,2330 TR,27979972.86634009
2021-09-06,2330 TR,28476391.739775155
2021-09-07,2330 TR,28115359.831822384
2021-09-08,2330 TR,27934843.87784599
2021-09-09,2330 TR,27934843.87784599
2021-09-10,2330 TR,28070230.843328286
2021-09-13,2330 TR,27754327.923869606
2021-09-14,2330 TR,27664069.946881413
2021-09-15,2330 TR,27393296.015916836
2021-09-16,2330 TR,27200624.92271427
2021-09-17,2330 TR,27200624.92271427
2021-09-22,2330 TR,26565943.67451761
2021-09-23,2330 TR,26656612.424259987
2021-09-24,2330 TR,27109956.172971893
2021-09-27,2330 TR,27291293.672456652
2021-09-28,2330 TR,26928618.67348713
2021-09-29,2330 TR,26293937.425290465
2021-09-30,2330 TR,26293937.425290465
2021-10-01,2330 TR,26021931.17606332
2021-10-04,2330 TR,25931262.426320937
2021-10-05,2330 TR,25931262.426320937
2021-10-06,2330 TR,25885928.05144975
2021-10-07,2330 TR,26293937.425290465
2021-10-08,2330 TR,26067265.550934512
2021-10-12,2330 TR,26067265.550934512
2021-10-13,2330 TR,25885928.05144975
2021-10-14,2330 TR,25976596.80119213
2021-10-15,2330 TR,27200624.92271427
2021-10-18,2330 TR,26747281.174002368
2021-10-19,2330 TR,27200624.92271427
2021-10-20,2330 TR,27109956.172971893
2021-10-21,2330 TR,27019287.42322951
2021-10-22,2330 TR,27200624.92271427
2021-10-25,2330 TR,26883284.298615936
2021-10-26,2330 TR,27155290.547843084
2021-10-27,2330 TR,27155290.547843084
2021-10-28,2330 TR,26973953.048358317
2021-10-29,2330 TR,26747281.174002368
2021-11-01,2330 TR,26747281.174002368
2021-11-02,2330 TR,26837949.92374475
2021-11-03,2330 TR,26837949.92374475
2021-11-04,2330 TR,26611278.049388792
2021-11-05,2330 TR,27200624.92271427
2021-11-08,2330 TR,27291293.672456652
2021-11-09,2330 TR,27699303.04629737
2021-11-10,2330 TR,27744637.421168555
2021-11-11,2330 TR,27472631.171941414
2021-11-12,2330 TR,27381962.422199033
2021-11-15,2330 TR,27563299.9216838
2021-11-16,2330 TR,27653968.67142618
2021-11-17,2330 TR,27653968.67142618
2021-11-18,2330 TR,27789971.79603975
2021-11-19,2330 TR,28016643.6703957
2021-11-22,2330 TR,27880640.54578213
2021-11-23,2330 TR,27744637.421168555
2021-11-24,2330 TR,27336628.047327846
2021-11-25,2330 TR,27336628.047327846
2021-11-26,2330 TR,27019287.42322951
2021-11-29,2330 TR,26883284.298615936
2021-11-30,2330 TR,27019287.42322951
2021-12-01,2330 TR,27200624.92271427
2021-12-02,2330 TR,27880640.54578213
2021-12-03,2330 TR,27563299.9216838
2021-12-06,2330 TR,27200624.92271427
2021-12-07,2330 TR,27517965.54681261
2021-12-08,2330 TR,27291293.672456652
2021-12-09,2330 TR,27563299.9216838
2021-12-10,2330 TR,27427296.797070228
2021-12-13,2330 TR,27245959.297585465
2021-12-14,2330 TR,27155290.547843084
2021-12-15,2330 TR,27200624.92271427
2021-12-16,2330 TR,27553584.057333004
2021-12-17,2330 TR,27644670.285621706
2021-12-20,2330 TR,27234782.25832254
2021-12-21,2330 TR,27189239.144178186
2021-12-22,2330 TR,27325868.486611243
2021-12-23,2330 TR,27599127.17147735
2021-12-24,2330 TR,27508040.94318865
2021-12-27,2330 TR,27599127.17147735
2021-12-28,2330 TR,28009015.198776525
2021-12-29,2330 TR,28054558.312920876
2021-12-30,2330 TR,28009015.198776525
2022-01-03,2330 TR,28737705.025086157
2022-01-04,2330 TR,29876282.87869496
2022-01-05,2330 TR,29603024.193828844
2022-01-06,2330 TR,29329765.50896273
2022-01-07,2330 TR,28874334.367519215
2022-01-10,2330 TR,29284222.394818384
2022-01-11,2330 TR,29648567.3079732
2022-01-12,2330 TR,30058455.335272368
2022-01-13,2330 TR,30103998.44941672
2022-01-14,2330 TR,30604972.705004595
2022-01-17,2330 TR,31105946.960592464
2022-01-18,2330 TR,30149541.56356107
2022-01-19,2330 TR,29785196.650406256
2022-01-20,2330 TR,29648567.3079732
2022-01-21,2330 TR,29193136.166529678
2022-01-24,2330 TR,29739653.5362619
2022-01-25,2330 TR,29193136.166529678
2022-01-26,2330 TR,28965420.595807917
2022-02-07,2330 TR,28919877.481663562
2022-02-08,2330 TR,28601075.682653103
2022-02-09,2330 TR,28828791.25337486
2022-02-10,2330 TR,29557481.079684496
2022-02-11,2330 TR,29603024.193828844
2022-02-14,2330 TR,29010963.709952272
2022-02-15,2330 TR,28828791.25337486
2022-02-16,2330 TR,29420851.73725144
2022-02-17,2330 TR,29375308.623107087
2022-02-18,2330 TR,29010963.709952272
2022-02-21,2330 TR,28783248.13923051
2022-02-22,2330 TR,28555532.568508748
2022-02-23,2330 TR,28464446.340220045
2022-02-24,2330 TR,27508040.94318865
2022-02-25,2330 TR,27508040.94318865
2022-03-01,2330 TR,27508040.94318865
2022-03-02,2330 TR,27371411.6007556
2022-03-03,2330 TR,27416954.714899946
2022-03-04,2330 TR,27098152.915889483
2022-03-07,2330 TR,26232833.747146796
2022-03-08,2330 TR,25640773.263270214
2022-03-09,2330 TR,25868488.833991975
2022-03-10,2330 TR,26733808.002734665
2022-03-11,2330 TR,26187290.63300244
2022-03-14,2330 TR,26050661.290569384
2022-03-15,2330 TR,25413057.692548458
2022-03-16,2330 TR,25538921.553249955
2022-03-17,2330 TR,26637369.792099413
2022-03-18,2330 TR,26591601.115480687
2022-03-21,2330 TR,26820444.498574328
2022-03-22,2330 TR,26683138.46871814
2022-03-23,2330 TR,27003519.20504924
2022-03-24,2330 TR,27049287.881667964
2022-03-25,2330 TR,27369668.61799906
2022-03-28,2330 TR,26728907.145336878
2022-03-29,2330 TR,26957750.528430514
2022-03-30,2330 TR,27461205.971236512
2022-03-31,2330 TR,27323899.94138033
2022-04-01,2330 TR,26957750.528430514
2022-04-06,2330 TR,26454295.085624505
2022-04-07,2330 TR,25905070.96619978
2022-04-08,2330 TR,25950839.642818503
2022-04-11,2330 TR,25538921.553249955
2022-04-12,2330 TR,25493152.87663123
2022-04-13,2330 TR,26225451.70253087
2022-04-14,2330 TR,26225451.70253087
2022-04-15,2330 TR,25721996.259724867
2022-04-18,2330 TR,25676227.583106145
2022-04-19,2330 TR,25859302.289581053
2022-04-20,2330 TR,26088145.67267469
2022-04-21,2330 TR,25859302.289581053
2022-04-22,2330 TR,25538921.553249955
2022-04-25,2330 TR,25035466.110443957
2022-04-26,2330 TR,24989697.43382523
2022-04-27,2330 TR,24074323.901450675
2022-04-28,2330 TR,24303167.284544315
2022-04-29,2330 TR,24623548.02087541
2022-05-03,2330 TR,24303167.284544315
2022-05-04,2330 TR,24440473.314400494
2022-05-05,2330 TR,24806622.72735032
2022-05-06,2330 TR,24165861.254688133
2022-05-09,2330 TR,23799711.84173831
2022-05-10,2330 TR,23708174.48850086
2022-05-11,2330 TR,23845480.51835704
2022-05-12,2330 TR,23113181.692457397
2022-05-13,2330 TR,23387793.75216976
2022-05-16,2330 TR,23799711.84173831
2022-05-17,2330 TR,24257398.607925586
2022-05-18,2330 TR,24623548.02087541
2022-05-19,2330 TR,23891249.194975767
2022-05-20,2330 TR,24257398.607925586
2022-05-23,2330 TR,24165861.254688133
2022-05-24,2330 TR,23799711.84173831
2022-05-25,2330 TR,23982786.54821322
2022-05-26,2330 TR,23525099.78202595
2022-05-27,2330 TR,24257398.607925586
2022-05-30,2330 TR,25035466.110443957
2022-05-31,2330 TR,25630458.906487416
2022-06-01,2330 TR,25127003.463681407
2022-06-02,2330 TR,24715085.37411286
2022-06-06,2330 TR,24715085.37411286
2022-06-07,2330 TR,24486241.991019223
2022-06-08,2330 TR,24898160.08058777
2022-06-09,2330 TR,24760854.05073159
2022-06-10,2330 TR,24257398.607925586
2022-06-13,2330 TR,23616637.1352634
2022-06-14,2330 TR,23479331.10540722
2022-06-15,2330 TR,23296256.39893231
2022-06-16,2330 TR,23376786.667965654
2022-06-17,2330 TR,23054665.59183227
2022-06-20,2330 TR,22916613.70206082
2022-06-21,2330 TR,23238734.778194204
2022-06-22,2330 TR,22755553.163994126
2022-06-23,2330 TR,22341397.49467977
2022-06-24,2330 TR,22387414.791270256
2022-06-27,2330 TR,22939622.350356057
2022-06-28,2330 TR,22893605.053765576
2022-06-29,2330 TR,22594492.625927433
2022-06-30,2330 TR,21904233.177070178
2022-07-01,2330 TR,20868844.0037843
2022-07-04,2330 TR,20247610.49981277
2022-07-05,2330 TR,20523714.27935567
2022-07-06,2330 TR,20040532.665155597
2022-07-07,2330 TR,21052913.19014623
2022-07-08,2330 TR,21490077.507755827
2022-07-11,2330 TR,21259991.024803407
2022-07-12,2330 TR,20684774.817422364
2022-07-13,2330 TR,21651138.045822516
2022-07-14,2330 TR,21858215.880479693
2022-07-15,2330 TR,22663518.570813157
2022-07-18,2330 TR,22801570.46058461
2022-07-19,2330 TR,22594492.625927433
2022-07-20,2330 TR,22778561.812289365
2022-07-21,2330 TR,23054665.59183227
2022-07-22,2330 TR,23146700.185013235
2022-07-25,2330 TR,22985639.646946542
2022-07-26,2330 TR,22778561.812289365
2022-07-27,2330 TR,23100682.88842275
2022-07-28,2330 TR,23054665.59183227
2022-07-29,2330 TR,23422803.964556135
2022-08-01,2330 TR,23192717.48160372
2022-08-02,2330 TR,22640509.922517918
2022-08-03,2330 TR,23054665.59183227
2022-08-04,2330 TR,23008648.295241784
2022-08-05,2330 TR,23744925.04068952
2022-08-08,2330 TR,23560855.85432759
2022-08-09,2330 TR,23468821.26114662
2022-08-10,2330 TR,23008648.295241784
2022-08-11,2330 TR,23652890.447508555
2022-08-12,2330 TR,23790942.337280005
2022-08-15,2330 TR,24067046.116822906
2022-08-16,2330 TR,24159080.710003875
2022-08-17,2330 TR,24251115.30318484
2022-08-18,2330 TR,23928994.22705146
2022-08-19,2330 TR,23882976.930460975
2022-08-22,2330 TR,23468821.26114662
2022-08-23,2330 TR,23192717.48160372
2022-08-24,2330 TR,23146700.185013235
2022-08-25,2330 TR,23376786.667965654
2022-08-26,2330 TR,23560855.85432759
2022-08-29,2330 TR,22939622.350356057
2022-08-30,2330 TR,22824579.10887985
2022-08-31,2330 TR,23238734.778194204
2022-09-01,2330 TR,22571483.97763219
2022-09-02,2330 TR,22318388.846384533
2022-09-05,2330 TR,22364406.142975014
2022-09-06,2330 TR,22502458.032746464
2022-09-07,2330 TR,21743172.639003485
2022-09-08,2330 TR,21858215.880479693
2022-09-12,2330 TR,22387414.791270256
2022-09-13,2330 TR,22686527.2191084
2022-09-14,2330 TR,22088302.363432113
2022-09-15,2330 TR,22053590.521058988
2022-09-16,2330 TR,21845319.466820236
2022-09-19,2330 TR,21613907.184332732
2022-09-20,2330 TR,22053590.521058988
2022-09-21,2330 TR,21799037.010322735
2022-09-22,2330 TR,21498201.04308898
2022-09-23,2330 TR,21058517.706362728
2022-09-26,2330 TR,20665116.82613397
2022-09-27,2330 TR,20734540.51088022
2022-09-28,2330 TR,20271715.945905216
2022-09-29,2330 TR,20132868.57641272
2022-09-30,2330 TR,19531196.64194521
2022-10-03,2330 TR,19299784.35945771
2022-10-04,2330 TR,19855173.837427713
2022-10-05,2330 TR,20595693.141387723
2022-10-06,2330 TR,20873387.880372725
2022-10-07,2330 TR,20271715.945905216
2022-10-11,2330 TR,18582406.28374645
2022-10-12,2330 TR,18397276.45775645
2022-10-13,2330 TR,18281570.316512696
2022-10-14,2330 TR,19068372.076970205
2022-10-17,2330 TR,18374135.229507696
2022-10-18,2330 TR,18836959.794482704
2022-10-19,2330 TR,18304711.54476145
2022-10-20,2330 TR,18397276.45775645
2022-10-21,2330 TR,18027016.805776443
2022-10-24,2330 TR,17911310.66453269
2022-10-25,2330 TR,17170791.360572685
2022-10-26,2330 TR,17402203.643060185
2022-10-27,2330 TR,17841886.979786444
2022-10-28,2330 TR,17564192.24080144
2022-10-31,2330 TR,18050158.034025196
2022-11-01,2330 TR,18119581.718771446
2022-11-02,2330 TR,18281570.316512696
2022-11-03,2330 TR,17772463.29504019
2022-11-04,2330 TR,17679898.38204519
2022-11-07,2330 TR,18050158.034025196
2022-11-08,2330 TR,18466700.1425027
2022-11-09,2330 TR,19299784.35945771
2022-11-10,2330 TR,18860101.022731453
2022-11-11,2330 TR,20433704.54364647
2022-11-14,2330 TR,20595693.141387723
2022-11-15,2330 TR,22215579.11880024
2022-11-16,2330 TR,22539556.31428274
2022-11-17,2330 TR,22446991.401287742
2022-11-18,2330 TR,22539556.31428274
2022-11-21,2330 TR,22308144.03179524
2022-11-22,2330 TR,22724686.140272744
2022-11-23,2330 TR,22770968.596770246
2022-11-24,2330 TR,22956098.422760244
2022-11-25,2330 TR,23048663.33575525
2022-11-28,2330 TR,22238720.34704899
2022-11-29,2330 TR,22539556.31428274
2022-11-30,2330 TR,22678403.683775246
2022-12-01,2330 TR,23071804.564003997
2022-12-02,2330 TR,22794109.825018995
2022-12-05,2330 TR,22632121.22727775
2022-12-06,2330 TR,22123014.20580524
2022-12-07,2330 TR,21984166.836312737
2022-12-08,2330 TR,21822178.238571484
2022-12-09,2330 TR,22285002.803546492
2022-12-12,2330 TR,21984166.836312737
2022-12-13,2330 TR,21822178.238571484
2022-12-14,2330 TR,22238720.34704899
2022-12-15,2330 TR,22366729.726336032
2022-12-16,2330 TR,21924515.50698079
2022-12-19,2330 TR,21715045.613601994
2022-12-20,2330 TR,21296105.8268444
2022-12-21,2330 TR,21365929.12463733
2022-12-22,2330 TR,21784868.91139493
2022-12-23,2330 TR,21179733.66385618
2022-12-26,2330 TR,21249556.961649112
2022-12-27,2330 TR,21272831.394246757
2022-12-28,2330 TR,20993538.203075025
2022-12-29,2330 TR,20760793.877098586
2022-12-30,2330 TR,20877166.040086806
2023-01-03,2330 TR,21086635.933465604
2023-01-04,2330 TR,20923714.905282095
2023-01-05,2330 TR,21342654.692039687
2023-01-06,2330 TR,21342654.692039687
2023-01-09,2330 TR,22390004.158933673
2023-01-10,2330 TR,22622748.484910116
2023-01-11,2330 TR,22552925.187117185
2023-01-12,2330 TR,22646022.91750776
2023-01-13,2330 TR,23274432.597644154
2023-01-16,2330 TR,23507176.923620593
2023-01-17,2330 TR,23414079.193230018
2023-01-30,2330 TR,25276033.801041555
2023-01-31,2330 TR,24298507.6319405
2023-02-01,2330 TR,24670898.553502806
2023-02-02,2330 TR,25136387.205455683
2023-02-03,2330 TR,25229484.93584626
2023-02-06,2330 TR,24484703.092721652
2023-02-07,2330 TR,24345056.49713579
2023-02-08,2330 TR,25136387.205455683
2023-02-09,2330 TR,25136387.205455683
2023-02-10,2330 TR,25369131.53143213
2023-02-13,2330 TR,25182936.070650976
2023-02-14,2330 TR,25369131.53143213
2023-02-15,2330 TR,24438154.227526363
2023-02-16,2330 TR,24577800.823112227
2023-02-17,2330 TR,24112312.171159346
2023-02-20,2330 TR,24065763.305964056
2023-02-21,2330 TR,24019214.440768767
2023-02-22,2330 TR,23600274.65401117
2023-02-23,2330 TR,24112312.171159346
2023-02-24,2330 TR,23786470.114792325
2023-03-01,2330 TR,24298507.6319405
2023-03-02,2330 TR,24158861.03635463
2023-03-03,2330 TR,24019214.440768767
2023-03-06,2330 TR,24251958.76674521
2023-03-07,2330 TR,24391605.362331074
2023-03-08,2330 TR,24251958.76674521
2023-03-09,2330 TR,24298507.6319405
2023-03-10,2330 TR,23879567.8451829
2023-03-13,2330 TR,24019214.440768767
2023-03-14,2330 TR,23739921.249597035
2023-03-15,2330 TR,23786470.114792325
2023-03-16,2330 TR,23634359.377836566
2023-03-17,2330 TR,24242768.629147213
2023-03-20,2330 TR,23961964.359311532
2023-03-21,2330 TR,24195967.91750793
2023-03-22,2330 TR,24944779.303736422
2023-03-23,2330 TR,25178782.86193282
2023-03-24,2330 TR,25225583.5735721
2023-03-27,2330 TR,24851177.880457856
2023-03-28,2330 TR,24570373.610622175
2023-03-29,2330 TR,24804377.168818574
2023-03-30,2330 TR,25038380.727014977
2023-03-31,2330 TR,24944779.303736422
2023-04-06,2330 TR,24804377.168818574
2023-04-07,2330 TR,24851177.880457856
2023-04-10,2330 TR,24757576.457179297
2023-04-11,2330 TR,24523572.898982894
2023-04-12,2330 TR,24336370.052425776
2023-04-13,2330 TR,23868362.93603297
2023-04-14,2330 TR,24149167.205868654
2023-04-17,2330 TR,24336370.052425776
2023-04-18,2330 TR,24102366.494229373
2023-04-19,2330 TR,23868362.93603297
2023-04-20,2330 TR,24008765.070950814
2023-04-21,2330 TR,23915163.64767225
2023-04-24,2330 TR,23727960.801115133
2023-04-25,2330 TR,23306754.396361608
2023-04-26,2330 TR,23002549.770706285
2023-04-27,2330 TR,23096151.193984844
2023-04-28,2330 TR,23493957.24291873
2023-05-02,2330 TR,23447156.53127945
2023-05-03,2330 TR,23213152.973083045
2023-05-04,2330 TR,23306754.396361608
2023-05-05,2330 TR,23400355.819640167
2023-05-08,2330 TR,23587558.66619729
2023-05-09,2330 TR,23868362.93603297
2023-05-10,2330 TR,23540757.95455801
2023-05-11,2330 TR,23353555.108000886
2023-05-12,2330 TR,23213152.973083045
2023-05-15,2330 TR,23189752.617263407
2023-05-16,2330 TR,23634359.377836566
2023-05-17,2330 TR,24289569.340786494
2023-05-18,2330 TR,24804377.168818574
2023-05-19,2330 TR,24897978.59209714
2023-05-22,2330 TR,24851177.880457856
2023-05-23,2330 TR,24804377.168818574
2023-05-24,2330 TR,24570373.610622175
2023-05-25,2330 TR,25412786.42012922
2023-05-26,2330 TR,26489202.78783267
2023-05-29,2330 TR,26582804.211111233
2023-05-30,2330 TR,26489202.78783267
2023-05-31,2330 TR,26114797.09471843
2023-06-01,2330 TR,25787192.113243464
2023-06-02,2330 TR,26301999.94127555
2023-06-05,2330 TR,25974394.959800586
2023-06-06,2330 TR,26208398.517996985
2023-06-07,2330 TR,26582804.211111233
2023-06-08,2330 TR,26161597.806357708
2023-06-09,2330 TR,26442402.076193385
2023-06-12,2330 TR,26863608.480946913
2023-06-13,2330 TR,27752822.002093244
2023-06-14,2330 TR,27612419.867175397
2023-06-15,2330 TR,27788735.86977983
2023-06-16,2330 TR,27694696.154484466
2023-06-19,2330 TR,27412577.008598376
2023-06-20,2330 TR,27412577.008598376
2023-06-21,2330 TR,27318537.29330301
2023-06-26,2330 TR,26989398.28976924
2023-06-27,2330 TR,26895358.574473873
2023-06-28,2330 TR,26989398.28976924
2023-06-29,2330 TR,26942378.432121556
2023-06-30,2330 TR,27083438.005064607
2023-07-03,2330 TR,27224497.57800765
2023-07-04,2330 TR,27506616.72389374
2023-07-05,2330 TR,27365557.150950693
2023-07-06,2330 TR,26566219.570940107
2023-07-07,2330 TR,26566219.570940107
2023-07-10,2330 TR,26566219.570940107
2023-07-11,2330 TR,27130457.862712283
2023-07-12,2330 TR,27177477.720359966
2023-07-13,2330 TR,27506616.72389374
2023-07-14,2330 TR,27788735.86977983
2023-07-17,2330 TR,27788735.86977983
2023-07-18,2330 TR,27318537.29330301
2023-07-19,2330 TR,27318537.29330301
2023-07-20,2330 TR,27224497.57800765
2023-07-21,2330 TR,26331120.282701697
2023-07-24,2330 TR,26237080.56740633
2023-07-25,2330 TR,26754299.001530834
2023-07-26,2330 TR,26613239.42858779
2023-07-27,2330 TR,26754299.001530834
2023-07-28,2330 TR,26660259.286235474
2023-07-31,2330 TR,26566219.570940107
2023-08-01,2330 TR,26660259.286235474
2023-08-02,2330 TR,26378140.14034938
2023-08-04,2330 TR,26049001.136815608
2023-08-07,2330 TR,26237080.56740633
2023-08-08,2330 TR,25954961.421520244
2023-08-09,2330 TR,26049001.136815608
2023-08-10,2330 TR,25907941.56387256
2023-08-11,2330 TR,25672842.27563416
2023-08-14,2330 TR,25437742.98739575
2023-08-15,2330 TR,25484762.845043432
2023-08-16,2330 TR,25484762.845043432
2023-08-17,2330 TR,25578802.560338795
2023-08-18,2330 TR,25343703.27210039
2023-08-21,2330 TR,25249663.556805022
2023-08-22,2330 TR,25437742.98739575
2023-08-23,2330 TR,25954961.421520244
2023-08-24,2330 TR,26519199.713292424
2023-08-25,2330 TR,25672842.27563416
2023-08-28,2330 TR,25813901.848577198
2023-08-29,2330 TR,25954961.421520244
2023-08-30,2330 TR,26096020.994463287
2023-08-31,2330 TR,25813901.848577198
2023-09-01,2330 TR,25766881.990929518
2023-09-04,2330 TR,26190060.709758654
2023-09-05,2330 TR,25954961.421520244
2023-09-06,2330 TR,25860921.70622488
2023-09-07,2330 TR,25484762.845043432
2023-09-08,2330 TR,25343703.27210039
2023-09-11,2330 TR,25202643.699157342
2023-09-12,2330 TR,25578802.560338795
2023-09-13,2330 TR,25437742.98739575
2023-09-14,2330 TR,26005127.589345098
2023-09-15,2330 TR,26383383.990644656
2023-09-18,2330 TR,25532307.08772064
2023-09-19,2330 TR,25437742.98739575
2023-09-20,2330 TR,25295896.83690841
2023-09-21,2330 TR,24917640.435608845
2023-09-22,2330 TR,24681230.184796616
2023-09-25,2330 TR,24823076.335283954
2023-09-26,2330 TR,24539384.03430928
2023-09-27,2330 TR,24681230.184796616
2023-09-28,2330 TR,24728512.234959062
2023-10-02,2330 TR,25201332.73658352
2023-10-03,2330 TR,25012204.535933737
2023-10-04,2330 TR,24586666.084471725
2023-10-05,2330 TR,24964922.48577129
2023-10-06,2330 TR,25154050.686421078
2023-10-11,2330 TR,25721435.288370423
2023-10-12,2330 TR,26005127.589345098
2023-10-13,2330 TR,26146973.739832427
2023-10-16,2330 TR,25768717.338532865
2023-10-17,2330 TR,26052409.63950754
2023-10-18,2330 TR,25532307.08772064
2023-10-19,2330 TR,25815999.388695315
2023-10-20,2330 TR,26288819.89031977
2023-10-23,2330 TR,25721435.288370423
2023-10-24,2330 TR,25721435.288370423
2023-10-25,2330 TR,25721435.288370423
2023-10-26,2330 TR,25106768.63625863
2023-10-27,2330 TR,25201332.73658352
2023-10-30,2330 TR,25154050.686421078
2023-10-31,2330 TR,25012204.535933737
2023-11-01,2330 TR,24964922.48577129
2023-11-02,2330 TR,25863281.43885776
2023-11-03,2330 TR,25957845.539182648
2023-11-06,2330 TR,26005127.589345098
2023-11-07,2330 TR,26241537.840157323
2023-11-08,2330 TR,26288819.89031977
2023-11-09,2330 TR,26336101.940482214
2023-11-10,2330 TR,26336101.940482214
2023-11-13,2330 TR,26998050.642756455
2023-11-14,2330 TR,27045332.6929189
2023-11-15,2330 TR,27470871.14438091
2023-11-16,2330 TR,27565435.244705804
2023-11-17,2330 TR,27423589.09421846
2023-11-20,2330 TR,27281742.94373113
2023-11-21,2330 TR,27659999.34503069
2023-11-22,2330 TR,27281742.94373113
2023-11-23,2330 TR,27329024.99389357
2023-11-24,2330 TR,27187178.843406234
2023-11-27,2330 TR,26856204.492269117
2023-11-28,2330 TR,27187178.843406234
2023-11-29,2330 TR,27139896.79324379
2023-11-30,2330 TR,27281742.94373113
2023-12-01,2330 TR,27376307.04405602
2023-12-04,2330 TR,27139896.79324379
2023-12-05,2330 TR,26950768.592594005
2023-12-06,2330 TR,26950768.592594005
2023-12-07,2330 TR,26761640.391944226
2023-12-08,2330 TR,26950768.592594005
2023-12-11,2330 TR,27139896.79324379
2023-12-12,2330 TR,27329024.99389357
2023-12-13,2330 TR,27281742.94373113
2023-12-14,2330 TR,27661976.294863265
2023-12-15,2330 TR,27804563.80153782
2023-12-18,2330 TR,27804563.80153782
2023-12-19,2330 TR,27804563.80153782
2023-12-20,2330 TR,27804563.80153782
2023-12-21,2330 TR,27424330.45040568
2023-12-22,2330 TR,27661976.294863265
2023-12-25,2330 TR,27614447.125971746
2023-12-26,2330 TR,27852092.97042934
2023-12-27,2330 TR,28137267.98377844
2023-12-28,2330 TR,28184797.152669962
2023-12-29,2330 TR,28184797.152669962
2024-01-02,2330 TR,28184797.152669962
2024-01-03,2330 TR,27471859.619297195
2024-01-04,2330 TR,27566917.957080234
2024-01-05,2330 TR,27376801.28151416
2024-01-08,2330 TR,27709505.463754788
2024-01-09,2330 TR,27852092.97042934
2024-01-10,2330 TR,27757034.6326463
2024-01-11,2330 TR,27852092.97042934
2024-01-12,2330 TR,27757034.6326463
2024-01-15,2330 TR,27852092.97042934
2024-01-16,2330 TR,27566917.957080234
2024-01-17,2330 TR,27614447.125971746
2024-01-18,2330 TR,27947151.308212373
2024-01-19,2330 TR,29753259.726090044
2024-01-22,2330 TR,29753259.726090044
2024-01-23,2330 TR,29848318.063873075
2024-01-24,2330 TR,29800788.89498156
2024-01-25,2330 TR,30513726.428354323
2024-01-26,2330 TR,30608784.76613736
2024-01-29,2330 TR,30798901.441703428
2024-01-30,2330 TR,30513726.428354323
2024-01-31,2330 TR,29848318.063873075
2024-02-01,2330 TR,29848318.063873075
2024-02-02,2330 TR,30181022.246113703
2024-02-05,2330 TR,30703843.103920396
2024-02-15,2330 TR,33127830.717387795
2024-02-16,2330 TR,32462422.35290655
2024-02-19,2330 TR,32224776.508448962
2024-02-20,2330 TR,32652539.028472617
2024-02-21,2330 TR,32367364.015123513
2024-02-22,2330 TR,32890184.872930206
2024-02-23,2330 TR,33127830.717387795
2024-02-26,2330 TR,33175359.88627931
2024-02-27,2330 TR,33175359.88627931
2024-02-29,2330 TR,32795126.535147175
2024-03-01,2330 TR,32747597.366255656
2024-03-04,2330 TR,34458647.44635029
2024-03-05,2330 TR,34696293.29080788
2024-03-06,2330 TR,34933939.13526546
2024-03-07,2330 TR,36122168.35755341
2024-03-08,2330 TR,37262868.410949826
2024-03-11,2330 TR,36407343.370902516
